Employee_ID,Age,Gender,Marital_Status,Education_Field,Department,Job_Role,Job_Level,Annual_Salary,Monthly_Income,Years_At_Company,Years_Since_Last_Promotion,Training_Hours_Last_Year,Overtime,Job_Satisfaction,Environment_Satisfaction,Work_Life_Balance,Performance_Rating,Percent_Salary_Hike,Attrition
EMP0865,53,Male,Divorced,Marketing,Human Resources,HR Associate,1,60710,5059.17,14,3,33,Yes,1,4,2,2,11,Yes
EMP0866,37,Non-binary,Married,Life Sciences,Finance,Finance Director,5,176590,14715.83,7,1,38,No,1,4,3,1,8,No
EMP0867,49,Female,Married,Marketing,Human Resources,HR Specialist,2,76515,6376.25,15,2,20,Yes,3,3,3,1,8,Yes
EMP0868,27,Non-binary,Single,Computer Science,Marketing,Marketing Coordinator,1,62211,5184.25,2,1,19,Yes,4,3,5,2,14,Yes
EMP0869,25,Non-binary,Divorced,Other,Sales,Account Manager,3,117739,9811.58,1,0,11,No,2,4,1,2,11,No
EMP0870,51,Non-binary,Married,Other,Sales,Sales Executive,2,87242,7270.17,7,0,30,No,4,3,1,2,10,No
EMP0871,32,Female,Married,Life Sciences,Sales,Sales Executive,3,99064,8255.33,9,4,39,Yes,1,2,2,3,14,No
EMP0872,30,Female,Married,Finance,Marketing,Marketing Director,5,194402,16200.17,6,4,44,No,4,3,4,2,14,No
EMP0873,47,Male,Divorced,Finance,Sales,Sales Director,5,168273,14022.75,1,0,14,No,3,3,3,2,13,No
EMP0874,23,Male,Married,Life Sciences,Technology,Senior Engineer,3,156841,13070.08,0,0,38,No,4,4,4,2,11,Yes
EMP0875,50,Male,Married,Finance,Finance,Finance Director,5,199351,16612.58,6,3,18,No,1,5,2,4,22,Yes
EMP0876,46,Non-binary,Married,Computer Science,Marketing,Brand Manager,3,123591,10299.25,17,7,12,No,4,3,3,2,14,No
EMP0877,28,Female,Divorced,Other,Marketing,Brand Manager,3,123391,10282.58,3,2,11,No,3,4,3,2,12,No
EMP0878,55,Non-binary,Single,Finance,Finance,Finance Director,5,225045,18753.75,16,0,52,No,4,4,1,4,24,No
EMP0879,50,Non-binary,Divorced,Other,Human Resources,HR Specialist,2,74433,6202.75,2,2,34,Yes,2,1,1,2,11,Yes
EMP0880,31,Male,Divorced,Human Resources,Human Resources,HR Specialist,2,70170,5847.5,2,0,26,No,2,3,2,2,13,Yes
EMP0881,43,Non-binary,Divorced,Marketing,Finance,Finance Manager,4,155908,12992.33,10,5,43,Yes,2,4,2,2,11,Yes
EMP0882,52,Male,Married,Human Resources,Human Resources,HR Director,5,197466,16455.5,12,0,47,No,4,2,2,2,11,No
EMP0883,37,Male,Single,Computer Science,Marketing,Brand Manager,3,116204,9683.67,13,5,29,Yes,2,3,5,2,10,No
EMP0884,49,Female,Married,Finance,Technology,Tech Lead,5,157748,13145.67,9,3,41,No,3,5,3,2,11,No
EMP0885,32,Male,Single,Human Resources,Human Resources,HR Director,5,155431,12952.58,1,0,15,No,1,3,3,2,11,No
EMP0886,22,Male,Single,Computer Science,Sales,Account Manager,4,114036,9503.0,1,0,12,Yes,3,2,5,1,5,No
EMP0887,34,Female,Married,Finance,Technology,Tech Lead,4,184477,15373.08,1,1,18,Yes,2,3,2,2,14,Yes
EMP0888,47,Male,Divorced,Life Sciences,Finance,Finance Director,5,198511,16542.58,16,4,28,No,4,3,5,3,16,No
EMP0889,35,Female,Married,Life Sciences,Sales,Sales Representative,1,64257,5354.75,14,1,19,Yes,2,2,1,3,18,Yes
EMP0890,48,Female,Divorced,Other,Marketing,Brand Manager,4,103747,8645.58,15,0,33,Yes,1,1,1,2,11,Yes
EMP0891,47,Non-binary,Married,Finance,Sales,Account Manager,4,117679,9806.58,10,2,10,No,2,3,2,3,16,Yes
EMP0892,37,Non-binary,Divorced,Finance,Human Resources,HR Specialist,3,81692,6807.67,1,0,50,No,3,4,3,2,14,No
EMP0893,31,Male,Divorced,Other,Marketing,Brand Manager,3,124651,10387.58,9,3,37,No,4,1,5,2,12,No
EMP0894,51,Female,Married,Marketing,Technology,Department Director,5,218621,18218.42,20,1,40,No,3,3,4,2,12,No
EMP0895,36,Male,Married,Marketing,Technology,Senior Engineer,3,152982,12748.5,8,6,26,Yes,2,3,4,1,5,No
EMP0896,39,Non-binary,Divorced,Finance,Technology,QA Analyst,2,79010,6584.17,9,0,41,No,2,4,3,2,11,No
EMP0897,46,Non-binary,Divorced,Marketing,Sales,Sales Executive,2,103147,8595.58,2,1,51,Yes,2,2,4,2,12,No
EMP0898,48,Female,Married,Life Sciences,Sales,Account Manager,3,108925,9077.08,9,8,54,No,1,5,4,3,14,No
EMP0899,26,Male,Single,Computer Science,Finance,Finance Manager,4,155035,12919.58,3,0,40,No,3,2,4,2,13,No
EMP0900,56,Male,Divorced,Computer Science,Marketing,Marketing Coordinator,2,50317,4193.08,4,2,20,No,4,2,5,3,16,Yes
EMP0901,49,Female,Divorced,Finance,Sales,Sales Executive,2,106681,8890.08,18,1,57,Yes,2,5,2,2,12,Yes
EMP0902,50,Female,Single,Human Resources,Human Resources,HR Associate,2,60207,5017.25,20,5,36,No,1,3,3,2,10,No
EMP0903,57,Female,Divorced,Life Sciences,Finance,Finance Director,5,211279,17606.58,17,5,17,No,1,4,3,2,13,Yes
EMP0904,25,Male,Divorced,Life Sciences,Human Resources,HR Director,5,160029,13335.75,2,1,36,No,5,3,3,3,17,Yes
EMP0905,42,Female,Divorced,Computer Science,Sales,Sales Representative,1,48118,4009.83,8,5,30,No,2,3,4,2,12,Yes
EMP0906,56,Female,Divorced,Human Resources,Marketing,Brand Manager,4,109499,9124.92,3,3,58,No,2,4,2,2,10,Yes
EMP0907,22,Female,Married,Computer Science,Finance,Finance Manager,4,127005,10583.75,1,0,47,No,4,3,3,2,14,No
EMP0908,28,Non-binary,Single,Finance,Sales,Sales Executive,2,108402,9033.5,3,3,10,No,4,4,4,3,17,No
EMP0909,25,Male,Single,Human Resources,Finance,Senior Analyst,4,114182,9515.17,2,0,35,No,3,4,3,3,14,No
EMP0910,38,Non-binary,Divorced,Finance,Technology,Software Engineer,1,82528,6877.33,8,2,46,Yes,4,2,4,1,6,No
EMP0911,26,Non-binary,Married,Life Sciences,Sales,Account Manager,4,127655,10637.92,0,0,51,Yes,2,4,3,2,11,No
EMP0912,29,Male,Married,Finance,Finance,Finance Manager,4,133208,11100.67,2,0,34,No,4,4,4,2,12,No
EMP0913,38,Female,Married,Finance,Sales,Sales Representative,2,46952,3912.67,14,8,28,Yes,2,3,3,3,17,No
EMP0914,55,Female,Divorced,Finance,Human Resources,HR Manager,3,124448,10370.67,6,5,27,No,2,3,2,2,11,Yes
EMP0915,53,Male,Single,Human Resources,Marketing,Marketing Specialist,2,88633,7386.08,11,8,26,No,3,4,4,3,14,Yes
EMP0916,28,Female,Married,Marketing,Sales,Sales Executive,2,109624,9135.33,0,0,19,No,3,4,3,2,10,No
EMP0917,33,Female,Divorced,Marketing,Finance,Finance Manager,4,137821,11485.08,9,3,50,No,4,4,3,2,13,No
EMP0918,37,Male,Single,Marketing,Human Resources,HR Director,5,199737,16644.75,7,5,41,Yes,4,1,1,2,13,No
EMP0919,35,Male,Married,Human Resources,Technology,Software Engineer,1,105950,8829.17,7,2,24,No,2,2,2,4,24,Yes
EMP0920,50,Female,Single,Marketing,Sales,Sales Representative,1,53202,4433.5,19,8,57,No,4,1,4,2,10,No
EMP0921,53,Female,Married,Marketing,Technology,Software Engineer,1,85029,7085.75,18,4,10,Yes,2,3,2,1,5,No
EMP0922,58,Female,Divorced,Marketing,Sales,Sales Executive,3,90349,7529.08,1,0,22,No,2,3,1,2,14,Yes
EMP0923,35,Male,Divorced,Marketing,Finance,Senior Analyst,3,105424,8785.33,7,6,10,Yes,1,2,2,2,11,Yes
EMP0924,28,Male,Single,Other,Sales,Account Manager,4,126372,10531.0,5,3,20,No,3,4,2,2,11,No
EMP0925,50,Male,Married,Marketing,Marketing,Marketing Specialist,3,65656,5471.33,6,3,28,No,3,5,4,2,11,No
EMP0926,36,Non-binary,Divorced,Human Resources,Technology,QA Analyst,1,84797,7066.42,4,0,43,Yes,4,4,3,3,18,No
EMP0927,37,Non-binary,Divorced,Computer Science,Human Resources,HR Associate,1,58881,4906.75,4,1,12,No,4,3,4,2,10,No
EMP0928,50,Female,Married,Other,Marketing,Marketing Coordinator,2,55546,4628.83,14,2,53,Yes,3,1,3,3,14,No
EMP0929,23,Female,Married,Life Sciences,Marketing,Marketing Coordinator,1,51239,4269.92,1,0,38,No,2,3,2,3,18,Yes
EMP0930,44,Male,Married,Other,Technology,QA Analyst,1,79658,6638.17,9,4,20,Yes,3,4,2,2,10,Yes
EMP0931,40,Non-binary,Divorced,Computer Science,Human Resources,HR Director,5,180728,15060.67,1,1,39,Yes,3,1,3,2,12,Yes
EMP0932,39,Non-binary,Single,Finance,Finance,Financial Analyst,1,69891,5824.25,8,8,24,No,3,1,3,2,14,No
EMP0933,24,Non-binary,Divorced,Computer Science,Finance,Financial Analyst,1,72877,6073.08,3,3,49,No,2,4,2,4,20,Yes
EMP0934,25,Female,Married,Marketing,Marketing,Marketing Coordinator,2,62343,5195.25,0,0,26,No,3,4,2,4,25,No
EMP0935,37,Non-binary,Single,Finance,Sales,Sales Representative,1,52937,4411.42,4,0,19,No,4,3,2,2,12,No
EMP0936,32,Female,Single,Finance,Sales,Account Manager,4,124624,10385.33,6,1,16,Yes,3,2,3,2,13,Yes
EMP0937,45,Male,Single,Life Sciences,Finance,Senior Analyst,4,119185,9932.08,10,8,53,Yes,1,4,2,2,12,Yes
EMP0938,40,Non-binary,Divorced,Human Resources,Marketing,Marketing Coordinator,2,48570,4047.5,11,3,45,No,3,4,3,3,15,No
EMP0939,25,Non-binary,Divorced,Marketing,Technology,Tech Lead,4,153769,12814.08,2,0,23,No,2,4,3,3,16,No
EMP0940,29,Male,Divorced,Life Sciences,Sales,Sales Representative,1,68308,5692.33,7,7,56,No,2,1,5,2,10,No
EMP0941,34,Male,Single,Life Sciences,Finance,Finance Manager,5,122569,10214.08,6,6,12,No,5,5,3,2,12,No
EMP0942,28,Male,Divorced,Finance,Marketing,Marketing Coordinator,1,51056,4254.67,3,0,11,No,3,3,3,3,18,No
EMP0943,37,Non-binary,Married,Marketing,Finance,Finance Director,5,192294,16024.5,9,1,56,No,5,4,4,2,14,No
EMP0944,30,Female,Single,Marketing,Marketing,Marketing Coordinator,2,62234,5186.17,9,4,16,No,2,3,3,3,18,Yes
EMP0945,34,Female,Divorced,Life Sciences,Sales,Sales Executive,2,104575,8714.58,4,2,31,Yes,1,5,3,2,14,Yes
EMP0946,24,Male,Divorced,Computer Science,Human Resources,HR Specialist,2,80959,6746.58,3,3,60,No,3,2,4,2,10,No
EMP0947,34,Female,Divorced,Life Sciences,Human Resources,HR Director,5,176072,14672.67,9,1,58,Yes,1,3,2,2,11,No
EMP0948,38,Male,Married,Computer Science,Finance,Senior Analyst,3,102128,8510.67,15,7,37,No,4,2,2,2,12,Yes
EMP0949,29,Female,Married,Human Resources,Technology,QA Analyst,2,80567,6713.92,3,2,29,Yes,2,5,2,2,11,Yes
EMP0950,29,Female,Single,Other,Human Resources,HR Director,5,195292,16274.33,0,0,48,No,3,5,3,2,12,No
EMP0951,33,Female,Divorced,Finance,Human Resources,HR Specialist,2,87590,7299.17,11,6,59,No,4,4,4,3,18,No
EMP0952,51,Female,Divorced,Marketing,Sales,Account Manager,3,127274,10606.17,7,2,31,No,3,4,4,2,11,No
EMP0953,34,Female,Single,Life Sciences,Human Resources,HR Specialist,3,82086,6840.5,6,4,45,No,1,4,1,2,11,Yes
EMP0954,48,Female,Divorced,Finance,Sales,Sales Executive,2,89949,7495.75,16,3,30,No,4,3,3,4,20,No
EMP0955,57,Female,Married,Computer Science,Human Resources,HR Director,5,193488,16124.0,3,1,54,No,3,1,4,3,17,No
EMP0956,44,Non-binary,Divorced,Life Sciences,Finance,Finance Manager,4,156085,13007.08,12,6,32,No,1,4,1,2,13,Yes
EMP0957,31,Female,Divorced,Marketing,Marketing,Brand Manager,4,97876,8156.33,4,1,59,No,3,3,4,2,14,No
EMP0958,24,Female,Single,Finance,Sales,Sales Representative,1,61839,5153.25,3,3,34,Yes,1,4,3,2,11,No
EMP0959,43,Female,Single,Computer Science,Finance,Financial Analyst,1,74150,6179.17,2,1,50,No,2,3,2,3,18,Yes
EMP0960,50,Non-binary,Married,Other,Sales,Sales Representative,2,52225,4352.08,20,4,27,Yes,3,3,3,3,17,No
EMP0961,47,Male,Divorced,Life Sciences,Marketing,Marketing Specialist,2,83201,6933.42,2,2,41,No,4,5,5,4,19,No
EMP0962,38,Female,Married,Human Resources,Marketing,Brand Manager,3,102797,8566.42,6,1,39,Yes,4,5,2,2,12,No
EMP0963,47,Female,Married,Human Resources,Technology,Department Director,5,180697,15058.08,6,6,20,No,1,2,2,2,13,Yes
EMP0964,42,Female,Married,Finance,Marketing,Brand Manager,3,102477,8539.75,6,3,14,No,3,3,3,3,15,No
EMP0965,42,Female,Single,Finance,Human Resources,HR Associate,2,51097,4258.08,13,4,28,No,2,3,3,2,13,No
EMP0966,31,Male,Divorced,Finance,Marketing,Marketing Specialist,3,67463,5621.92,0,0,20,No,4,4,3,3,14,No
EMP0967,38,Non-binary,Married,Life Sciences,Marketing,Brand Manager,4,122198,10183.17,14,3,58,No,4,4,3,3,18,No
EMP0968,42,Male,Single,Marketing,Sales,Sales Director,5,208417,17368.08,0,0,41,No,3,4,3,3,14,No
EMP0969,25,Male,Married,Life Sciences,Finance,Senior Analyst,4,96013,8001.08,2,0,34,No,1,4,2,3,16,Yes
EMP0970,47,Non-binary,Divorced,Marketing,Technology,Tech Lead,4,179313,14942.75,3,2,35,No,4,3,4,2,14,No
EMP0971,58,Male,Married,Human Resources,Technology,QA Analyst,1,80315,6692.92,8,3,37,No,3,4,4,4,20,No
EMP0972,24,Male,Single,Human Resources,Sales,Sales Director,5,207132,17261.0,2,2,28,No,3,4,4,3,18,No
EMP0973,27,Male,Married,Finance,Marketing,Marketing Director,5,203101,16925.08,6,0,54,No,1,5,3,2,13,No
EMP0974,34,Non-binary,Divorced,Life Sciences,Technology,QA Analyst,1,67466,5622.17,12,1,49,Yes,3,5,2,2,11,No
EMP0975,58,Male,Divorced,Finance,Sales,Sales Executive,2,87855,7321.25,15,0,60,No,3,3,3,2,11,No
EMP0976,39,Female,Divorced,Marketing,Finance,Finance Director,5,222689,18557.42,10,7,46,Yes,2,2,2,3,16,Yes
EMP0977,55,Male,Married,Human Resources,Finance,Senior Analyst,3,114278,9523.17,5,5,25,No,2,3,3,2,13,No
EMP0978,36,Female,Divorced,Human Resources,Technology,Tech Lead,4,167087,13923.92,2,2,53,No,2,4,4,4,20,No
EMP0979,43,Male,Single,Human Resources,Sales,Sales Director,5,198608,16550.67,7,3,31,No,4,3,3,4,19,No
EMP0980,47,Male,Married,Computer Science,Finance,Finance Manager,5,156613,13051.08,10,0,49,No,3,4,4,2,11,No
EMP0981,29,Non-binary,Divorced,Human Resources,Technology,Software Engineer,2,109256,9104.67,7,2,13,Yes,2,3,2,2,12,Yes
EMP0982,42,Male,Married,Computer Science,Human Resources,HR Manager,3,109194,9099.5,5,2,49,No,4,3,4,2,11,No
EMP0983,50,Male,Single,Computer Science,Marketing,Brand Manager,4,99809,8317.42,20,1,28,No,4,1,3,2,14,No
EMP0984,29,Non-binary,Divorced,Human Resources,Finance,Financial Analyst,1,92358,7696.5,2,1,10,Yes,1,4,2,2,11,No
EMP0985,43,Non-binary,Married,Finance,Technology,Tech Lead,5,188244,15687.0,16,6,60,No,3,3,4,2,12,No
EMP0986,39,Non-binary,Divorced,Marketing,Marketing,Marketing Director,5,173836,14486.33,10,4,21,No,3,4,2,2,13,No
EMP0987,23,Female,Single,Computer Science,Technology,Senior Engineer,4,139412,11617.67,2,0,47,No,2,5,2,3,14,No
EMP0988,42,Female,Single,Computer Science,Human Resources,HR Manager,3,129195,10766.25,6,5,50,No,4,4,3,2,14,No
EMP0989,46,Male,Divorced,Human Resources,Finance,Senior Analyst,3,109554,9129.5,13,7,50,No,2,3,2,3,15,Yes
EMP0990,32,Male,Married,Life Sciences,Technology,QA Analyst,1,81658,6804.83,2,2,44,No,2,2,4,2,14,Yes
EMP0991,22,Non-binary,Married,Human Resources,Technology,Software Engineer,1,70531,5877.58,0,0,43,Yes,2,2,3,1,6,No
EMP0992,47,Non-binary,Divorced,Computer Science,Finance,Senior Analyst,4,117943,9828.58,15,7,30,No,5,4,3,2,11,No
EMP0993,24,Male,Single,Human Resources,Technology,QA Analyst,2,83012,6917.67,3,3,52,No,4,3,3,2,13,No
EMP0994,52,Female,Single,Finance,Sales,Sales Executive,2,89239,7436.58,18,2,11,Yes,1,4,2,3,15,No
EMP0995,49,Male,Divorced,Human Resources,Technology,Tech Lead,4,186087,15507.25,4,1,20,Yes,2,5,3,2,12,No
EMP0996,41,Male,Married,Computer Science,Finance,Finance Director,5,223307,18608.92,15,3,20,No,3,5,3,2,12,No
EMP0997,53,Non-binary,Divorced,Other,Technology,Senior Engineer,4,154558,12879.83,18,7,10,Yes,2,1,1,4,25,Yes
EMP0998,29,Female,Married,Other,Human Resources,HR Specialist,2,86294,7191.17,8,3,18,Yes,3,4,1,2,10,No
EMP0999,33,Female,Single,Marketing,Marketing,Marketing Director,5,189752,15812.67,12,7,43,No,4,3,4,3,16,No
EMP1000,44,Female,Single,Other,Marketing,Marketing Director,5,153989,12832.42,1,0,11,No,3,5,4,3,18,No
EMP1001,51,Female,Married,Life Sciences,Sales,Sales Representative,1,49889,4157.42,20,2,59,No,5,4,4,2,11,No
EMP1002,54,Female,Single,Human Resources,Sales,Sales Representative,1,60404,5033.67,2,0,53,No,1,5,2,1,6,No
EMP1003,29,Female,Single,Computer Science,Finance,Finance Director,5,205576,17131.33,2,0,17,No,4,2,2,2,11,No
EMP1004,24,Female,Divorced,Other,Technology,Department Director,5,188912,15742.67,2,2,57,No,2,5,2,3,15,Yes
EMP1005,49,Male,Married,Life Sciences,Marketing,Marketing Coordinator,1,59920,4993.33,20,4,59,No,2,4,2,2,10,No
EMP1006,47,Non-binary,Divorced,Life Sciences,Human Resources,HR Associate,1,58703,4891.92,4,1,48,Yes,1,4,2,2,12,No
EMP1007,26,Non-binary,Divorced,Other,Technology,Senior Engineer,4,152281,12690.08,4,2,18,No,3,4,4,2,13,No
EMP1008,39,Female,Married,Marketing,Marketing,Brand Manager,3,115386,9615.5,9,2,23,No,3,1,4,2,11,No
EMP1009,25,Male,Single,Marketing,Marketing,Marketing Specialist,2,83269,6939.08,3,2,13,Yes,2,3,2,2,14,Yes
EMP1010,30,Male,Divorced,Other,Technology,Tech Lead,4,160393,13366.08,0,0,24,No,4,1,1,1,7,No
EMP1011,47,Male,Divorced,Other,Finance,Finance Manager,4,140202,11683.5,19,1,33,No,4,5,3,2,11,No
EMP1012,38,Male,Single,Life Sciences,Human Resources,HR Director,5,178454,14871.17,0,0,17,Yes,1,2,2,2,13,Yes
EMP1013,47,Male,Single,Finance,Sales,Sales Director,5,193834,16152.83,1,0,43,Yes,3,3,1,3,14,No
EMP1014,25,Male,Single,Life Sciences,Marketing,Marketing Coordinator,1,48331,4027.58,1,0,39,No,3,5,4,2,14,No
EMP1015,53,Male,Single,Finance,Sales,Sales Representative,2,45812,3817.67,0,0,46,Yes,2,4,2,3,18,Yes
EMP1016,29,Non-binary,Single,Marketing,Sales,Sales Executive,2,85261,7105.08,7,4,37,No,3,2,3,2,11,No
EMP1017,52,Female,Single,Computer Science,Human Resources,HR Director,5,177184,14765.33,13,1,29,No,4,1,1,2,13,No
EMP1018,51,Female,Married,Computer Science,Technology,Tech Lead,4,185643,15470.25,17,1,55,No,4,4,4,2,12,No
EMP1019,26,Male,Single,Computer Science,Human Resources,HR Associate,2,57752,4812.67,5,4,41,No,2,4,2,3,14,Yes
EMP1020,29,Male,Married,Human Resources,Marketing,Brand Manager,3,115035,9586.25,1,0,23,No,5,3,3,2,11,No
EMP1021,49,Female,Single,Other,Marketing,Brand Manager,3,97467,8122.25,19,7,10,Yes,2,3,2,4,20,Yes
EMP1022,54,Male,Divorced,Life Sciences,Technology,Software Engineer,1,80378,6698.17,0,0,50,No,2,2,2,4,19,Yes
EMP1023,58,Non-binary,Divorced,Human Resources,Marketing,Marketing Director,5,209036,17419.67,4,0,15,No,5,4,3,3,16,No
EMP1024,54,Female,Single,Human Resources,Finance,Finance Manager,4,129059,10754.92,5,0,38,No,4,3,4,2,13,No
EMP1025,45,Male,Single,Human Resources,Sales,Sales Representative,2,53503,4458.58,17,0,36,Yes,2,2,2,2,10,Yes
EMP1026,27,Female,Divorced,Finance,Marketing,Brand Manager,4,129315,10776.25,5,3,45,No,2,4,3,4,25,No
EMP1027,25,Male,Single,Human Resources,Human Resources,HR Specialist,3,76475,6372.92,0,0,60,No,2,3,2,2,11,Yes
EMP1028,57,Non-binary,Single,Marketing,Finance,Finance Manager,4,150162,12513.5,18,6,21,No,1,4,2,3,18,Yes
EMP1029,38,Non-binary,Married,Computer Science,Human Resources,HR Director,5,183534,15294.5,9,2,14,No,2,3,3,2,12,No
EMP1030,37,Non-binary,Married,Marketing,Marketing,Marketing Specialist,2,83804,6983.67,7,4,44,No,4,3,1,2,12,No
EMP1031,31,Non-binary,Married,Human Resources,Marketing,Marketing Coordinator,1,47077,3923.08,1,1,14,Yes,3,4,3,2,14,No
EMP1032,32,Female,Divorced,Finance,Technology,Senior Engineer,3,141714,11809.5,0,0,31,Yes,1,5,2,2,10,No
EMP1033,45,Male,Married,Finance,Sales,Account Manager,3,96380,8031.67,13,5,51,Yes,1,3,1,2,10,Yes
EMP1034,26,Non-binary,Single,Other,Human Resources,HR Associate,1,48093,4007.75,3,3,45,Yes,2,3,2,2,11,No
EMP1035,33,Male,Divorced,Finance,Human Resources,HR Director,5,190400,15866.67,10,8,49,No,2,5,2,3,17,Yes
EMP1036,58,Male,Divorced,Computer Science,Human Resources,HR Manager,3,115549,9629.08,1,0,17,No,4,4,1,3,17,No
EMP1037,37,Non-binary,Married,Other,Technology,Tech Lead,4,181095,15091.25,2,1,53,No,2,4,2,2,13,Yes
EMP1038,48,Non-binary,Divorced,Life Sciences,Technology,QA Analyst,1,65736,5478.0,11,0,34,Yes,1,4,4,2,14,No
EMP1039,38,Female,Single,Marketing,Finance,Finance Director,5,219722,18310.17,8,8,49,No,3,1,4,2,10,No
EMP1040,41,Male,Married,Marketing,Finance,Finance Director,5,197276,16439.67,17,0,46,No,5,4,5,2,14,No
EMP1041,23,Male,Single,Life Sciences,Human Resources,HR Manager,4,119986,9998.83,0,0,50,Yes,3,4,1,2,14,Yes
EMP1042,22,Non-binary,Divorced,Finance,Sales,Sales Executive,2,84971,7080.92,1,0,58,No,2,4,2,2,13,Yes
EMP1043,26,Male,Single,Computer Science,Technology,Senior Engineer,3,121548,10129.0,0,0,33,No,4,4,3,3,17,No
EMP1044,22,Non-binary,Single,Computer Science,Finance,Finance Director,5,206535,17211.25,1,0,22,No,2,4,5,2,10,No
EMP1045,39,Male,Single,Other,Finance,Finance Manager,5,161850,13487.5,13,1,19,No,5,1,3,2,13,No
EMP1046,49,Male,Divorced,Human Resources,Finance,Financial Analyst,1,76480,6373.33,20,2,33,No,5,2,2,3,15,No
EMP1047,38,Male,Married,Computer Science,Technology,Department Director,5,196676,16389.67,9,5,28,No,2,2,2,3,14,Yes
EMP1048,50,Male,Divorced,Human Resources,Finance,Financial Analyst,1,94529,7877.42,12,3,25,No,4,4,2,2,11,No
EMP1049,57,Non-binary,Married,Other,Sales,Sales Representative,2,56587,4715.58,0,0,51,No,4,1,4,4,18,Yes
EMP1050,34,Female,Married,Human Resources,Sales,Account Manager,4,122967,10247.25,13,2,27,No,2,4,4,1,5,No
EMP1051,47,Male,Married,Human Resources,Human Resources,HR Associate,2,59316,4943.0,5,2,26,Yes,4,3,3,2,14,No
EMP1052,26,Male,Divorced,Human Resources,Sales,Sales Director,5,206175,17181.25,4,0,10,No,4,5,4,2,14,No
EMP1053,56,Male,Divorced,Human Resources,Human Resources,HR Director,5,190769,15897.42,18,6,47,No,4,4,4,2,12,No
EMP1054,42,Male,Divorced,Other,Sales,Sales Director,5,166858,13904.83,8,7,53,Yes,2,1,1,2,13,No
EMP1055,33,Male,Single,Life Sciences,Marketing,Marketing Specialist,2,70332,5861.0,8,3,25,No,2,5,5,3,17,Yes
EMP1056,32,Non-binary,Single,Life Sciences,Marketing,Marketing Coordinator,2,63253,5271.08,3,1,19,Yes,2,1,2,1,9,Yes
EMP1057,29,Female,Single,Human Resources,Marketing,Marketing Director,5,196849,16404.08,6,0,10,No,4,2,3,2,10,No
EMP1058,37,Non-binary,Married,Marketing,Sales,Sales Representative,1,69743,5811.92,1,1,27,Yes,2,4,2,2,14,Yes
EMP1059,28,Female,Single,Life Sciences,Technology,Department Director,5,234742,19561.83,6,1,10,Yes,3,5,4,2,10,No
EMP1060,24,Male,Married,Other,Finance,Finance Director,5,192607,16050.58,0,0,14,Yes,4,5,3,2,11,No
EMP1061,22,Male,Divorced,Marketing,Technology,Department Director,5,220246,18353.83,1,1,12,No,1,4,2,2,14,Yes
EMP1062,46,Non-binary,Divorced,Human Resources,Marketing,Marketing Director,5,160440,13370.0,12,7,60,Yes,1,3,2,2,13,Yes
EMP1063,53,Non-binary,Single,Marketing,Technology,Tech Lead,5,178098,14841.5,5,2,39,No,2,4,1,2,11,Yes
EMP1064,49,Non-binary,Married,Finance,Marketing,Marketing Specialist,2,74919,6243.25,2,2,10,No,5,4,5,4,25,No
EMP1065,54,Male,Single,Finance,Finance,Finance Director,5,194057,16171.42,2,2,57,Yes,2,4,2,3,18,Yes
EMP1066,47,Female,Married,Marketing,Sales,Sales Executive,2,106295,8857.92,10,8,47,Yes,1,4,2,3,16,Yes
EMP1067,57,Male,Divorced,Marketing,Human Resources,HR Director,5,152973,12747.75,10,6,59,No,1,4,2,3,17,Yes
EMP1068,23,Non-binary,Single,Computer Science,Finance,Senior Analyst,4,117424,9785.33,1,1,13,No,2,2,4,2,11,No
EMP1069,57,Non-binary,Married,Other,Human Resources,HR Associate,1,63908,5325.67,16,8,21,Yes,2,3,1,2,14,No
EMP1070,45,Female,Married,Computer Science,Technology,Tech Lead,5,153866,12822.17,2,0,46,Yes,1,2,2,4,19,Yes
EMP1071,24,Non-binary,Married,Life Sciences,Finance,Financial Analyst,2,69461,5788.42,1,0,12,No,4,4,4,1,8,Yes
EMP1072,27,Non-binary,Divorced,Marketing,Marketing,Brand Manager,3,104876,8739.67,6,5,19,No,3,3,3,2,13,No
EMP1073,38,Male,Married,Computer Science,Finance,Financial Analyst,2,90986,7582.17,16,2,40,Yes,2,3,1,3,14,Yes
EMP1074,44,Non-binary,Divorced,Human Resources,Finance,Senior Analyst,3,99503,8291.92,14,4,23,No,4,4,3,2,11,No
EMP1075,31,Male,Divorced,Computer Science,Finance,Finance Manager,5,148535,12377.92,0,0,57,No,2,3,5,4,22,No
EMP1076,54,Female,Divorced,Marketing,Sales,Account Manager,4,115075,9589.58,20,4,35,No,3,3,1,3,16,No
EMP1077,47,Male,Married,Human Resources,Human Resources,HR Manager,3,121022,10085.17,5,1,46,Yes,2,4,2,3,14,Yes
EMP1078,41,Non-binary,Single,Other,Marketing,Marketing Coordinator,2,48267,4022.25,2,0,39,No,5,2,5,1,7,No
EMP1079,50,Non-binary,Married,Computer Science,Sales,Sales Executive,2,101615,8467.92,19,5,24,Yes,4,3,4,4,19,No
EMP1080,33,Male,Married,Human Resources,Human Resources,HR Associate,1,61686,5140.5,12,0,15,Yes,2,4,2,2,14,Yes
EMP1081,43,Female,Married,Marketing,Technology,Department Director,5,186546,15545.5,14,3,18,No,3,5,4,2,12,No
