EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status
EMP01151,Sales,Account Manager,38,3.2,736000.0,No,42,3.9,5.0,3.3,Active
EMP01152,Customer Support,Support Lead,38,6.1,731000.0,Yes,51,3.1,3.2,3.3,Active
EMP01153,Sales,Sales Manager,48,1.5,631000.0,Yes,31,4.9,3.0,3.3,Active
EMP01154,Sales,Sales Manager,43,2.1,809000.0,No,57,3.8,3.5,2.0,Active
EMP01155,Operations,Ops Manager,30,12.0,889000.0,No,47,3.6,2.1,3.5,Active
EMP01156,Sales,Account Manager,40,1.5,754000.0,No,4,3.5,4.2,3.3,Active
EMP01157,Sales,Sales Manager,42,4.5,901000.0,Yes,18,5.0,1.0,3.8,Active
EMP01158,Sales,Account Manager,38,4.5,820000.0,Yes,48,2.1,2.2,3.6,Active
EMP01159,Operations,Ops Analyst,44,4.1,679000.0,No,7,5.0,3.3,3.1,Active
EMP01160,HR,Recruiter,37,4.5,771000.0,No,43,3.2,2.6,3.9,Active
EMP01161,Sales,Sales Executive,36,1.5,680000.0,Yes,21,2.1,2.3,3.0,Active
EMP01162,Finance,Financial Analyst,35,2.3,808000.0,Yes,13,2.7,4.4,3.4,Active
EMP01163,HR,Recruiter,21,0.2,558000.0,Yes,33,1.9,3.7,3.0,Active
EMP01164,Sales,Sales Manager,36,7.9,939000.0,Yes,56,4.0,2.1,3.5,Active
EMP01165,Sales,Sales Manager,30,4.5,871000.0,No,54,2.5,2.9,2.9,Active
EMP01166,Customer Support,Support Associate,25,1.7,471000.0,Yes,25,3.6,1.6,4.4,Active
EMP01167,HR,Recruiter,46,1.5,588000.0,No,1,4.4,3.9,4.6,Active
EMP01168,Operations,Ops Analyst,40,6.5,932000.0,No,54,2.8,3.1,3.8,Active
EMP01169,HR,HR Manager,34,1.6,519000.0,No,54,3.2,1.5,4.3,Active
EMP01170,Sales,Sales Executive,30,1.7,707000.0,No,37,2.2,3.4,2.1,Active
EMP01171,Engineering,Engineering Manager,36,1.2,1067000.0,Yes,38,3.1,3.1,2.2,Resigned
EMP01172,Finance,Finance Manager,43,5.1,1093000.0,Yes,32,5.0,3.6,3.0,Active
EMP01173,Engineering,Engineering Manager,29,6.0,1328000.0,No,1,4.1,3.2,3.2,Active
EMP01174,HR,HR Generalist,34,2.5,694000.0,No,10,3.2,3.0,3.1,Active
EMP01175,Operations,Process Lead,43,6.0,748000.0,Yes,9,2.8,4.5,2.1,Active
EMP01176,HR,HR Manager,21,3.9,649000.0,No,55,3.4,3.3,4.0,Active
EMP01177,Operations,Ops Manager,34,1.2,729000.0,Yes,3,3.5,3.3,4.7,Active
EMP01178,Engineering,Engineering Manager,33,7.5,1537000.0,Yes,34,3.0,2.2,4.1,Active
EMP01179,Sales,Sales Manager,33,1.2,709000.0,No,22,3.9,3.9,4.0,Active
EMP01180,Sales,Sales Executive,31,2.7,750000.0,No,1,2.5,2.0,3.4,Active
EMP01181,HR,HR Manager,36,2.5,623000.0,No,56,2.5,2.9,2.6,Active
EMP01182,Sales,Sales Manager,50,2.2,638000.0,No,2,3.7,2.2,3.3,Active
EMP01183,Sales,Sales Executive,31,0.4,744000.0,Yes,52,2.3,2.2,4.7,Resigned
EMP01184,Sales,Sales Executive,40,10.4,1139000.0,Yes,47,4.1,3.8,3.0,Active
EMP01185,Sales,Sales Manager,50,0.5,661000.0,No,48,3.4,2.7,2.9,Active
EMP01186,HR,HR Generalist,32,7.8,754000.0,No,10,1.8,3.9,4.0,Active
EMP01187,Engineering,Senior Engineer,49,1.4,981000.0,No,53,3.5,4.7,4.0,Resigned
EMP01188,Customer Support,Support Manager,34,1.9,474000.0,Yes,36,1.9,2.7,2.6,Resigned
EMP01189,Sales,Account Manager,51,7.3,997000.0,No,25,4.0,4.2,3.0,Active
EMP01190,Finance,Finance Manager,41,4.2,955000.0,Yes,41,3.2,3.2,2.8,Active
EMP01191,Operations,Ops Analyst,36,0.9,582000.0,No,21,5.0,3.4,3.2,Active
EMP01192,Engineering,Software Engineer,33,0.8,1032000.0,No,17,4.4,4.0,4.0,Resigned
EMP01193,Customer Support,Support Manager,30,3.8,674000.0,No,18,2.4,5.0,2.6,Active
EMP01194,Customer Support,Support Lead,35,1.2,456000.0,No,35,1.6,2.7,4.0,Active
EMP01195,Customer Support,Support Associate,42,4.3,596000.0,No,37,2.7,2.4,3.3,Active
EMP01196,Sales,Sales Executive,35,4.6,828000.0,Yes,15,2.3,1.8,4.8,Resigned
EMP01197,Engineering,Senior Engineer,32,1.6,937000.0,No,15,5.0,4.2,3.4,Active
EMP01198,Finance,Accountant,32,2.0,848000.0,No,57,3.4,4.3,3.1,Active
EMP01199,Engineering,Software Engineer,43,3.9,1210000.0,No,31,4.2,2.8,3.6,Active
EMP01200,Finance,Accountant,44,1.5,733000.0,No,52,3.1,1.4,3.0,Active
